institution,Location,Region,SIZE,FOCUS,RES.,STATUS,academic_reputation_score,Academic_Reputation_Rank,employer_reputation_score,Employer_Reputation_Rank,faculty_student_score,Faculty_Student_Rank,citations_score,Citations_per_Faculty_Rank,international_faculty_score,International_Faculty_Rank,international_student_score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,year,rank,ranking_level,predicted_rank,student_performance_score,student_program_target,label_encoded,student_program_target_predicted
University of St Andrews,United Kingdom,Europe,M,FO,VH,A,46.5,174,63.2,126,64.7,206,49.2,272,98.4,113,100.0,29,83.8,266,18.5,594,91.1,86=,2025,125.00490000000009,Middle,107,65.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Helsinki,Finland,Europe,L,CO,VH,A,62.3,110,29.1,324,59.4,246,49.6,267,73.4,272,5.7,701+,96.9,43,90.5,74,94.5,60,2025,126.16150000000007,Middle,108,44.24999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade de São Paulo,Brazil,Americas,XL,FC,VH,A,92.8,40,74.6,87,21.4,646,28.5,456,6.8,701+,2.1,701+,95.9,60,97.9,27,93.6,67,2025,126.71140000000003,Middle,109,36.199999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Utrecht University,Netherlands,Europe,XL,FC,VH,A,66.5,103,38.8,244,31.0,508,79.5,112,55.7,337,19.4,559,97.3,37,54.7,228,61.9,258=,2025,128.23610000000002,Middle,110,49.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Nanjing University,China (Mainland),Asia,XL,FC,VH,A,57.1,135,32.5,290,35.6,443,93.0,63,61.9,317,7.6,701+,67.1,520,29.0,430,16.5,567=,2025,130.5234,Middle,111,48.324999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontificia Universidad Católica de Chile (UC),Chile,Americas,L,FC,VH,B,93.7,37,98.0,21,23.7,614,8.8,701+,26.0,524,3.7,701+,82.5,285,99.9,12,79.3,159=,2025,133.74729999999994,Middle,112,32.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Durham University,United Kingdom,Europe,L,FC,VH,A,59.6,126,83.9,65,26.3,567,40.9,342,97.3,125,84.9,153,89.7,172,39.4,326,98.6,19,2025,137.9457,Middle,113,52.925000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kyushu University,Japan,Asia,L,FC,VH,A,58.3,133,66.5,113,78.4,149,27.9,466,18.7,613=,14.1,640,69.9,488,15.1,657,77.6,170=,2025,142.49809999999997,Middle,114,44.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Boston University,United States,Americas,L,FC,VH,B,61.9,111,69.1,104,38.3,413,41.3,336,34.3,468,88.9,130,86.9,216,77.2,132,65.9,236=,2025,142.7998,Middle,115,57.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Leiden University,Netherlands,Europe,XL,FC,VH,A,68.4,95,32.9,288,21.3,649,54.5,234,85.0,220,51.7,284,95.2,72,48.8,263,25.5,488=,2025,142.88329999999996,Middle,116,48.974999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Nagoya University,Japan,Asia,L,FC,VH,A,63.2,108,65.8,117,84.7,107,25.4,494,14.5,671,19.6,550,64.8,559,21.5,533,75.0,186=,2025,145.01229999999998,Middle,117,48.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Purdue University,United States,Americas,XL,FC,VH,A,63.3,107,81.1,71,11.4,701+,54.3,235,79.6,242,45.2,325,92.9,123,63.1,188,90.1,93,2025,145.15810000000002,Middle,118,43.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Southampton,United Kingdom,Europe,L,FC,VH,A,50.1,161,44.3,208,40.7,385,83.4,100,92.5,173,98.0,70,97.1,40,49.2,261,96.9,34,2025,145.2544000000001,Middle,119,68.05000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Wageningen University & Research,Netherlands,Europe,L,CO,VH,A,42.1,204,23.8,401,98.6,43,41.3,336,59.4,328,81.2,169,97.9,27,21.1,542,92.3,75,2025,146.4514000000001,Middle,120,65.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Geneva,Switzerland,Europe,L,FC,VH,A,45.5,183,17.2,499,40.4,387,62.4,189,100.0,51,97.6,74,94.2,93,49.5,258,42.3,355=,2025,149.9552000000001,Middle,121,61.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Nottingham,United Kingdom,Europe,XL,FC,VH,A,61.1,117,65.8,116,32.8,481,37.6,368,89.4,194,70.5,208,98.0,25,38.0,339,97.0,33,2025,150.28279999999998,Middle,122,50.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Hokkaido University,Japan,Asia,L,FC,VH,A,59.0,128,63.3,125,76.2,158,26.0,485,18.7,613=,12.1,677,77.7,365,15.5,645,78.1,168,2025,152.1723,Middle,123,43.324999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Putra Malaysia (UPM),Malaysia,Asia,L,FC,VH,A,61.0,118,61.9,131,58.8,250,25.7,490,36.1,441,92.0,108,80.5,314,17.5,607,53.5,295=,2025,152.68330000000003,Middle,124,59.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"KIT, Karlsruhe Institute of Technology",Germany,Europe,L,CO,VH,A,44.9,188,80.9,74,39.4,395,68.4,160,70.5,282,42.9,337,86.4,225,50.8,252,75.3,184=,2025,153.61909999999992,Middle,125,48.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
RWTH Aachen University,Germany,Europe,XL,FC,VH,A,46.6,173,93.7,41,6.3,701+,71.9,149,48.6,373,85.5,149,86.1,233,33.4,379,84.8,127=,2025,154.41220000000007,Middle,126,52.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Politecnico di Milano,Italy,Europe,XL,FO,VH,A,70.8,90,77.0,82,5.8,701+,40.2,351,67.4,292,56.8,262,88.1,197,52.9,239,72.6,202=,2025,154.98710000000003,Middle,127,43.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Queen Mary University of London,United Kingdom,Europe,L,FC,VH,A,48.3,170,36.9,254,30.4,515,62.8,184,99.5,96,99.2,54,92.5,127,21.4,534,95.6,54,2025,155.38150000000013,Middle,128,60.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Stockholm University,Sweden,Europe,L,CO,VH,A,52.5,155,21.0,436,26.7,563,64.5,174,80.7,235,89.8,122,95.7,65,86.6,94,58.7,273=,2025,155.40090000000015,Middle,129,58.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of California, Davis",United States,Americas,XL,FC,VH,A,63.0,109,48.0,191,23.5,617,52.5,246,72.7,275,51.3,286,90.6,163,22.8,501,76.1,178=,2025,156.1714,Middle,130,47.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
King Abdulaziz University (KAU),Saudi Arabia,Asia,XL,FC,VH,A,59.8,125,61.4,133,41.6,374,34.4,387,89.3,195,9.5,701+,93.1,118,35.9,353,58.4,275,2025,157.35829999999999,Middle,131,36.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Kebangsaan Malaysia (UKM),Malaysia,Asia,L,FC,VH,A,61.7,113,66.4,114,80.4,132,14.1,651,45.7,392,78.8,175,83.7,269,22.5,510,64.4,243=,2025,159.0724000000001,Middle,132,58.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Groningen,Netherlands,Europe,XL,FC,VH,A,52.3,156,34.4,275,49.3,318,41.2,339,93.2,168,83.5,161,94.1,97,40.0,319,40.1,368,2025,159.7314,Middle,133,56.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Aarhus University,Denmark,Europe,L,FC,VH,A,54.7,144,27.6,349,30.8,509,63.8,177,89.8,192,11.9,682,96.1,54,69.5,162,76.4,176=,2025,160.57619999999994,Middle,134,40.300000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
McMaster University,Canada,Americas,L,FC,VH,A,39.5,215,34.2,276,63.8,215,35.6,380,96.2,136,56.7,263,82.6,284,49.9,255,91.9,78=,2025,161.06320000000002,Middle,135,48.900000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Washington University in St. Louis,United States,Americas,L,FC,VH,B,36.3,241,12.0,601+,99.7,29,47.7,283,85.4,220,72.4,201,83.6,270,31.9,396,86.7,114=,2025,162.6966,Middle,136,64.025,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Montréal,Canada,Americas,XL,FC,VH,A,55.5,140,32.8,289,76.0,160,19.3,566,87.6,205,54.1,273,84.9,247,54.2,229,91.4,81=,2025,163.29300000000003,Middle,137,51.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Georgia Institute of Technology,United States,Americas,XL,CO,VH,A,67.1,102,82.6,68,20.3,665,52.8,243,21.3,584,66.4,224,75.5,397,43.1,298,39.5,371=,2025,164.28220000000005,Middle,138,51.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Alma Mater Studiorum - University of Bologna,Italy,Europe,XL,FC,VH,A,80.8,69,47.8,194,3.7,701+,46.6,296,14.5,672,12.3,672,96.0,56,53.8,232,88.4,108,2025,164.80329999999998,Middle,139,35.85,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Texas A&M University,United States,Americas,XL,FC,VH,A,61.2,116,66.0,115,4.4,701+,64.3,176,21.9,569,12.1,678,92.6,125,44.4,287,39.5,371=,2025,166.01999999999978,Middle,140,35.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
École Normale Supérieure de Lyon,France,Europe,S,CO,VH,A,29.8,296,16.3,522,97.0,49,93.5,59,59.0,329,11.7,684,70.3,482,14.0,694,6.6,701+,2025,170.71479999999985,Middle,141,58.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitat Autònoma de Barcelona,Spain,Europe,XL,FC,VH,A,64.0,105,35.8,263,11.5,701+,59.5,206,18.5,620,16.5,595,93.1,116,24.0,472,86.7,114=,2025,170.85339999999982,Middle,142,37.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Vienna,Austria,Europe,XL,FC,VH,A,70.9,89,40.4,235,23.2,619,13.0,667,100.0,70,92.0,109,96.0,57,89.7,78,60.9,265,2025,171.66619999999992,Middle,143,49.775000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,A,54.2,146,79.6,77,99.3,33,1.4,701+,49.0,370,54.2,272,64.7,561,59.6,206,29.8,445=,2025,171.79940000000002,Middle,144,52.275000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Eberhard Karls Universität Tübingen,Germany,Europe,L,FC,VH,A,46.0,177,30.7,307,87.1,98,20.5,550,76.1,255,26.2,463,93.8,102,30.9,408,33.0,420=,2025,172.69429999999997,Middle,145,44.949999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Technology Sydney,Australia,Oceania,L,CO,VH,A,43.9,194,55.0,153,9.8,701+,97.7,39,96.6,133,86.0,145,91.4,150,40.2,318,96.3,43,2025,173.40069999999992,Middle,146,59.35,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indian Institute of Technology Bombay (IITB),India,Asia,L,FO,VH,A,58.5,131,86.0,63,14.4,701+,79.1,116,4.3,701+,1.3,701+,52.3,701+,64.5,182,52.5,302=,2025,174.21409999999997,Middle,147,38.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Sains Malaysia (USM),Malaysia,Asia,L,FC,VH,A,63.3,106,69.7,103,46.4,331,19.6,560,24.3,545,96.4,87,87.8,200,20.1,561,71.2,214=,2025,174.28600000000006,Middle,148,56.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Basel,Switzerland,Europe,M,FC,VH,A,26.6,331,13.5,601+,61.4,232,94.5,53,100.0,44,85.8,147,89.4,176,69.9,160,44.6,343=,2025,175.65529999999998,Middle,149,67.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ghent University,Belgium,Europe,XL,FC,VH,A,53.2,150,24.8,384,78.5,148,21.5,538,79.7,241,21.4,522,99.5,9,72.9,145,98.3,21,2025,175.85089999999997,Middle,150,43.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Aalto University,Finland,Europe,L,FO,VH,A,45.7,180,40.6,231,33.2,476,73.6,141,95.2,146,40.1,354,78.2,355,95.1,52,94.7,59,2025,177.5873,Middle,151,48.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Bern,Switzerland,Europe,M,FO,VH,A,29.7,298,16.1,530,45.9,338,99.3,22,100.0,48,38.0,370,93.8,103,30.7,410,52.1,305=,2025,177.95010000000005,Middle,152,53.224999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitat de Barcelona,Spain,Europe,XL,FC,VH,A,73.7,85,30.3,312,12.4,701+,38.1,364,23.1,559,26.3,461,96.8,44,71.5,153,92.2,76=,2025,178.36949999999996,Middle,153,37.62500000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Technische Universität Berlin (TU Berlin),Germany,Europe,L,CO,VH,A,55.3,142,74.3,88,58.0,252,22.1,530,63.2,311,74.8,187,86.1,232,37.7,341,35.4,400=,2025,179.39090000000004,Middle,154,52.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Michigan State University,United States,Americas,XL,FC,VH,A,59.5,127,48.6,188,11.4,701+,50.3,259,54.5,344,12.4,668,97.5,32,57.1,211,96.3,41=,2025,179.76080000000002,Middle,155,33.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Hanyang University,South Korea,Asia,L,FC,VH,B,43.0,199,78.0,81,77.1,153,28.5,458,17.4,636,57.6,257,63.0,584,43.3,295,85.8,121=,2025,180.26190000000003,Middle,156,51.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Chile,Chile,Americas,XL,FC,VH,A,82.8,63,90.0,52,8.0,701+,11.2,701+,8.5,701+,4.5,701+,77.1,377,96.1,42,64.1,245=,2025,180.66540000000003,Middle,157,26.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Qatar University,Qatar,Asia,M,FC,VH,A,29.8,297,50.6,175,68.1,191,48.2,277,100.0,24,96.5,83,89.4,177,98.6,20,74.0,196,2025,180.66799999999995,Middle,158,60.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
King Saud University,Saudi Arabia,Asia,XL,FC,VH,A,39.4,216,28.7,332,54.3,281,40.0,354,99.4,98,15.0,622,95.1,75,99.0,17,33.0,420=,2025,180.97709999999998,Middle,159,37.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
RMIT University,Australia,Oceania,XL,CO,VH,A,40.4,210,48.0,192,5.2,701+,77.7,122,100.0,45,91.4,116,83.2,276,38.4,334,93.9,62=,2025,181.75080000000003,Middle,160,53.675000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of California, Santa Barbara (UCSB)",United States,Americas,L,CO,VH,A,52.6,154,21.3,432,7.7,701+,97.8,37,75.4,261,17.2,583,71.2,466,7.9,701+,28.4,456=,2025,181.75320000000002,Middle,161,43.824999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Lancaster University,United Kingdom,Europe,L,FC,VH,A,38.9,222,36.7,255,27.7,551,69.6,157,93.3,166,92.3,105,89.7,171,28.8,431,96.2,44=,2025,182.4184,Middle,162,57.125,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Chalmers University of Technology,Sweden,Europe,M,FO,VH,B,26.3,338,50.4,177,50.5,306,77.4,125,100.0,56,63.1,240,77.0,378,31.7,399,87.0,113,2025,182.82680000000005,Middle,163,54.324999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,A,28.7,306,72.1,96,35.7,442,79.3,114,100.0,75,82.7,164,70.8,472,24.2,468,29.8,445=,2025,183.40939999999998,Middle,164,56.599999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Sapienza University of Rome,Italy,Europe,XL,FC,VH,A,80.7,70,48.5,189,5.0,701+,45.3,305,3.1,701+,8.0,701+,97.1,41,88.0,87,72.3,205=,2025,183.4939,Middle,165,34.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Göttingen,Germany,Europe,L,FC,VH,A,46.4,175,27.1,355,76.4,156,16.2,620,49.7,369,22.4,512,95.1,76,40.3,317,32.1,428=,2025,183.95669999999998,Middle,166,40.35,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Khalifa University of Science and Technology,United Arab Emirates,Asia,S,SP,VH,A,22.7,393,21.0,437,80.0,137,60.7,199,100.0,12,78.9,174,78.8,341,9.3,701+,61.6,263=,2025,186.55620000000002,Middle,167,60.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Waterloo,Canada,Americas,XL,CO,VH,A,40.4,211,64.2,124,6.5,701+,78.9,118,75.8,257,71.3,206,84.6,256,58.9,209,93.3,68=,2025,189.03589999999997,Middle,168,49.275000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
The Ohio State University,United States,Americas,XL,FC,VH,A,58.6,130,50.4,176,39.5,392,31.2,423,13.4,696,10.6,701+,94.6,87,45.3,281,50.8,315=,2025,189.4539,Middle,169,34.974999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indian Institute of Technology Delhi (IITD),India,Asia,M,FO,VH,A,54.1,147,80.9,73,17.3,701+,77.4,126,3.1,701+,1.5,701+,63.3,582,35.1,361,32.7,424=,2025,190.29739999999998,Middle,170,37.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University College Dublin,Ireland,Europe,L,FC,VH,A,51.4,158,43.5,210,16.6,701+,46.4,298,99.1,105,74.8,188,87.2,212,89.8,77,95.6,50=,2025,191.42239999999998,Middle,171,47.3,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Southern California,United States,Americas,XL,FC,VH,B,50.4,160,54.5,156,17.3,701+,58.0,211,26.0,523,74.1,192,85.8,235,92.6,66,97.7,24=,2025,192.65009999999998,Middle,172,49.95,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National Tsing Hua University,Taiwan,Asia,M,CO,VH,A,54.8,143,71.2,99,28.0,549,49.6,268,9.5,701+,11.1,695,45.0,701+,16.3,629,32.1,428=,2025,194.32770000000005,Middle,173,35.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Florida,United States,Americas,XL,FC,VH,A,46.7,172,42.3,220,62.9,220,32.1,411,17.8,630,10.3,701+,98.3,21,44.5,286,60.6,266=,2025,195.21659999999997,Middle,174,38.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Teknologi Malaysia,Malaysia,Asia,L,CO,VH,A,48.6,166,59.6,134,46.0,337,40.5,347,14.1,683,86.9,142,82.9,279,18.0,600,52.1,305=,2025,196.8295,Middle,175,55.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université catholique de Louvain (UCLouvain),Belgium,Europe,L,FC,VH,B,48.4,168,25.9,367,4.6,701+,55.0,230,91.0,186,47.6,306,89.9,169,76.4,135,27.1,471=,2025,199.8931999999999,Middle,176,38.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Vanderbilt University,United States,Americas,L,FC,VH,B,24.4,356,21.8,423,100.0,13,53.0,242,30.1,493,36.0,383,78.6,344,34.7,364,24.5,492=,2025,202.53449999999992,Low,177,53.35,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Newcastle University,United Kingdom,Europe,L,FC,VH,A,50.0,164,59.3,137,39.2,399,38.7,362,89.5,193,68.6,217,97.1,42,31.3,403,97.1,30=,2025,203.54610000000005,Low,178,49.125,Pelatihan Lanjutan,2,Pelatihan Lanjutan
The University of Exeter,United Kingdom,Europe,L,FC,VH,A,42.9,200,45.0,203,30.2,518,42.5,324,91.0,187,72.2,202,95.1,74,30.1,417,97.1,30=,2025,204.3815,Low,179,46.95,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Twente,Netherlands,Europe,M,CO,VH,A,20.7,424,32.0,294,43.3,362,61.3,193,100.0,83,90.4,119,87.6,202,20.0,562,13.8,603,2025,208.33870000000002,Low,180,53.925,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Bauman Moscow State Technical University,Russia,Europe,L,CO,VH,A,36.2,242,51.9,169,99.9,22,1.4,701+,65.6,298,70.0,210,15.2,701+,7.7,701+,6.8,701+,2025,208.546,Low,181,51.87500000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Erasmus University Rotterdam,Netherlands,Europe,L,FO,VH,A,37.0,233,58.2,139,18.1,701+,63.3,182,76.0,256,70.0,211,85.4,240,89.3,80,28.7,455,2025,209.2834000000001,Low,182,47.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tecnológico de Monterrey,Mexico,Americas,XL,FC,HI,B,53.8,149,91.4,47,62.5,223,2.4,701+,20.8,589,10.6,701+,56.6,670,96.1,43,54.4,291=,2025,209.35509999999994,Low,183,32.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Europe,L,FC,VH,A,52.8,153,24.1,399,62.7,221,17.2,598,44.3,399,38.9,361,94.7,83,35.4,357,83.2,138,2025,209.49880000000005,Low,184,42.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Emory University,United States,Americas,L,FC,VH,B,25.2,349,19.0,469,93.8,70,78.4,120,52.2,355,33.9,399,85.6,237,22.8,502,37.0,391=,2025,209.68739999999983,Low,185,57.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Rochester,United States,Americas,M,FC,VH,B,22.6,396,20.8,441,99.1,35,33.6,395,63.9,306,93.8,100,64.3,568,40.4,316,63.7,247=,2025,209.7487,Low,186,62.27499999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Complutense University of Madrid,Spain,Europe,XL,FC,VH,A,68.1,98,68.1,106,28.7,538,7.9,701+,10.5,701+,34.3,395,91.8,139,96.3,41,88.9,103=,2025,211.27040000000005,Low,187,34.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Autónoma de Madrid,Spain,Europe,XL,FC,VH,A,61.0,119,64.3,123,29.1,534,21.0,546,7.7,701+,10.4,701+,92.0,136,43.1,297,79.6,156=,2025,211.44320000000005,Low,188,30.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universität Hamburg,Germany,Europe,L,FO,VH,A,50.7,159,35.7,264,16.5,701+,54.7,233,40.2,418,20.4,532,93.4,109,42.8,300,90.6,91,2025,212.03549999999984,Low,189,35.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Technische Universität Wien,Austria,Europe,M,FO,VH,A,33.9,258,50.4,178,12.5,701+,73.8,139,85.5,218,90.4,120,71.6,457,19.1,577,11.3,636=,2025,212.4111,Low,190,52.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Minnesota Twin Cities,United States,Americas,XL,FC,VH,A,56.8,137,33.1,284,32.4,486,41.9,327,7.7,701+,8.7,701+,91.7,145,52.5,241,96.5,37=,2025,213.14150000000006,Low,191,34.949999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Lausanne,Switzerland,Europe,L,FO,VH,A,28.4,310,18.8,471,36.8,435,61.0,195,100.0,67,54.2,271,79.8,328,51.8,244,51.2,313=,2025,215.08740000000006,Low,192,45.099999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Vrije Universiteit Amsterdam,Netherlands,Europe,XL,FC,VH,A,39.4,217,17.8,494,21.3,650,63.7,179,67.3,293,47.4,310,89.0,184,45.1,282,50.8,315=,2025,215.9027,Low,193,42.95,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade Estadual de Campinas (Unicamp),Brazil,Americas,XL,FC,VH,A,71.8,87,40.3,236,14.7,701+,24.3,506,10.7,701+,2.7,701+,85.4,241,25.1,465,65.9,236=,2025,215.9059,Low,194,28.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Bath,United Kingdom,Europe,L,CO,VH,A,35.8,245,67.9,109,18.3,701+,52.0,250,94.3,159,80.0,171,84.2,259,35.2,360,90.4,92,2025,215.99640000000002,Low,195,46.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Dartmouth College,United States,Americas,M,FC,VH,B,22.8,392,31.0,303,65.8,200,60.6,200,9.2,701+,40.9,351,42.5,701+,68.8,168,71.2,214=,2025,219.22709999999998,Low,196,47.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of York,United Kingdom,Europe,L,FC,VH,A,42.9,201,30.1,313,43.0,364,40.1,353,87.8,204,75.6,184,92.5,128,23.5,480,97.4,29,2025,219.70049999999983,Low,197,50.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Macquarie University,Australia,Oceania,L,FC,VH,A,33.4,262,39.2,241,9.1,701+,79.6,111,99.9,88,91.6,112,90.9,157,54.1,231,95.0,57,2025,220.6416000000001,Low,198,53.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Wuhan University,China (Mainland),Asia,XL,FC,VH,A,39.2,218,40.5,233,14.0,701+,91.9,69,39.2,423,4.9,701+,78.2,356,46.5,275,22.2,513=,2025,221.00390000000004,Low,199,37.50000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of Maryland, College Park",United States,Americas,XL,FC,VH,A,48.6,167,29.4,317,32.5,484,55.0,231,20.9,588,16.2,603,92.3,133,41.2,311,54.4,291=,2025,222.22370000000004,Low,200,38.074999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Arizona State University,United States,Americas,XL,CO,VH,A,48.6,165,44.1,209,7.4,701+,47.1,289,52.1,357,37.2,378,95.7,66,23.6,479,96.3,41=,2025,222.59489999999994,Low,201,35.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indian Institute of Science,India,Asia,S,SP,VH,A,45.7,181,26.3,362,37.9,419,99.9,11,3.7,701+,1.5,701+,39.1,701+,13.1,701+,23.7,500=,2025,222.8389,Low,202,46.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Albert-Ludwigs-Universitaet Freiburg,Germany,Europe,L,FC,VH,A,43.1,198,24.5,394,24.6,597,52.2,248,67.6,290,33.7,401,92.3,131,32.5,391,90.0,94=,2025,225.0901999999999,Low,203,38.400000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Wollongong,Australia,Oceania,L,FC,VH,A,29.5,300,24.5,393,17.0,701+,94.6,52,91.8,178,56.3,265,89.0,185,18.3,596,93.9,62=,2025,225.23499999999993,Low,204,49.349999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Reading,United Kingdom,Europe,L,CO,VH,A,32.2,273,41.7,226,13.1,701+,65.7,169,86.2,214,78.6,177,91.7,142,47.8,268,94.0,61,2025,225.62769999999998,Low,205,47.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Gothenburg,Sweden,Europe,L,FC,VH,A,35.4,247,18.3,481,60.9,235,33.6,394,90.0,191,78.2,180,94.2,91,63.1,189,92.8,73,2025,225.76190000000014,Low,206,52.025000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Università di Padova,Italy,Europe,XL,FC,VH,A,58.9,129,27.3,351,8.5,701+,45.7,302,9.2,701+,11.1,694,94.9,79,18.8,590,87.7,110,2025,226.63639999999995,Low,207,31.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitas Indonesia,Indonesia,Asia,XL,FC,VH,A,53.8,148,79.2,79,55.7,268,2.1,701+,88.3,202,7.1,701+,37.2,701+,77.3,131,32.7,424=,2025,228.87690000000003,Low,208,29.674999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
